no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,lead_time,arrival_month,market_segment_type,repeated_guest,avg_price_per_room,no_of_special_requests,booking_status
1,0,1,0,0,0,0,5,1,0,74.14,0,0
1,0,1,0,1,0,0,3,2,1,65.0,1,0
1,0,0,2,1,0,79,11,0,0,70.0,0,0
2,0,0,3,1,0,138,7,1,0,58.9,0,0
2,0,0,3,1,0,73,11,0,0,85.67,0,0
2,0,0,3,1,0,154,9,1,0,126.9,3,0
1,0,0,3,1,0,16,3,2,0,75.0,0,0
2,0,0,1,0,0,1,2,1,0,81.0,1,0
2,0,1,2,1,0,133,3,0,0,84.33,1,0
2,0,2,2,1,0,82,10,0,0,99.96,0,0
2,0,2,2,1,0,111,3,0,0,58.0,0,0
1,0,1,0,1,0,5,6,2,0,95.0,0,0
1,0,0,3,1,0,71,6,0,0,120.0,0,0
2,0,2,1,1,0,185,3,1,0,85.0,2,0
2,0,2,5,1,0,137,8,1,0,102.73,1,0
1,0,0,2,1,0,85,4,1,0,81.9,0,0
2,2,0,2,1,0,10,8,1,0,186.0,1,0
1,0,0,3,1,0,9,3,1,0,71.84,1,0
2,0,0,5,1,0,40,8,1,0,149.4,0,0
2,0,1,4,1,0,54,8,1,0,109.8,1,0
2,0,2,1,1,0,68,10,1,0,96.6,2,0
2,0,1,2,1,0,119,4,1,0,99.3,1,0
2,0,1,2,0,0,66,9,1,0,87.3,1,0
1,0,0,1,1,0,58,11,0,0,80.0,0,0
2,0,0,3,1,0,146,12,0,0,37.5,0,0
1,0,2,2,1,0,91,10,1,0,70.14,0,0
1,0,2,2,1,0,6,8,1,0,95.5,2,0
3,0,1,2,1,0,73,12,1,0,140.0,2,0
2,0,0,1,1,0,15,9,1,0,139.0,1,0
2,0,2,2,1,0,7,8,1,0,143.0,1,0
2,0,2,2,1,0,64,3,1,0,83.48,0,0
2,0,0,2,1,0,29,12,2,0,85.0,0,0
2,0,2,5,1,0,68,4,1,0,112.2,1,0
1,0,2,3,1,0,3,3,1,0,102.0,2,0
2,0,3,6,0,0,122,8,1,0,98.5,1,0
2,0,1,0,1,0,84,6,1,0,96.3,1,0
1,0,2,0,1,0,2,11,1,0,103.0,2,0
1,0,0,1,1,0,16,6,2,0,95.0,0,0
1,0,0,1,0,0,14,11,1,0,100.0,1,0
2,1,1,2,2,0,62,12,1,0,120.88,1,0
2,0,0,5,0,0,21,7,1,0,139.0,1,0
2,0,1,3,1,0,35,3,1,0,83.9,1,0
2,0,3,5,1,0,5,2,1,0,67.05,1,0
2,0,0,2,0,0,0,10,1,0,147.6,1,0
2,0,1,3,1,0,78,5,0,0,100.0,0,0
1,0,2,3,1,0,70,10,1,0,87.48,2,0
3,0,0,2,1,0,93,6,1,0,159.3,0,0
2,0,0,1,1,0,1,6,1,0,120.0,0,0
1,0,1,0,1,0,4,5,1,0,125.0,1,0
1,0,0,4,1,0,9,1,1,0,84.0,0,0
2,0,0,1,0,0,5,6,1,0,119.0,0,0
2,0,0,1,1,0,27,6,0,0,120.0,0,0
2,0,2,3,1,0,59,10,0,0,76.5,1,0
2,0,0,1,0,1,15,1,1,0,86.0,1,0
2,0,2,1,2,0,124,8,0,0,94.5,0,0
2,0,0,4,1,0,29,10,1,0,73.21,0,0
1,0,0,2,1,0,12,10,2,1,65.0,1,0
1,0,0,3,2,0,34,9,0,0,177.33,0,0
3,0,0,3,1,0,13,6,1,0,173.67,1,0
1,0,0,3,1,0,37,10,0,0,95.0,0,0
1,1,0,1,1,0,1,6,4,0,0.0,1,0
2,0,0,3,1,0,126,6,0,0,80.75,1,0
1,0,0,2,1,0,298,5,0,0,76.0,0,0
2,0,1,2,1,0,88,3,0,0,60.0,1,0
2,2,1,3,1,0,10,9,1,0,159.75,1,0
2,0,0,2,1,0,315,12,0,0,52.0,0,0
2,0,1,2,1,0,84,10,1,0,127.8,0,0
2,0,0,1,1,0,56,6,0,0,120.0,0,0
2,0,0,3,1,0,37,10,0,0,105.0,0,0
2,0,1,3,1,0,2,7,1,0,160.0,1,0
1,0,3,5,1,0,10,5,2,0,110.0,0,0
2,0,0,1,0,1,5,8,1,0,127.0,2,0
2,0,0,1,1,0,3,4,1,0,116.0,1,0
1,0,0,2,1,0,192,6,0,0,95.0,0,0
2,0,1,1,1,0,2,5,1,0,141.0,1,0
2,0,1,3,1,0,100,5,1,0,136.0,1,0
2,0,0,1,1,0,18,12,1,0,104.0,0,0
2,0,2,1,1,0,3,2,0,0,85.0,0,0
3,0,0,3,1,1,94,7,1,0,149.7,0,0
1,0,0,2,1,0,1,2,2,1,66.0,1,0
1,0,0,1,1,0,8,9,2,1,40.0,1,0
1,0,0,3,1,0,71,6,0,0,120.0,0,0
2,0,0,1,1,0,6,8,1,0,140.0,1,0
1,0,0,3,1,0,16,3,2,0,76.0,0,0
2,0,2,4,1,0,149,8,1,0,120.7,2,0
2,0,0,3,1,0,123,5,1,0,105.3,0,0
2,0,2,3,1,0,177,10,0,0,68.68,1,0
2,0,0,3,1,0,36,5,1,0,126.9,2,0
2,0,2,1,1,0,12,9,1,0,162.33,2,0
2,0,0,3,0,0,111,9,1,0,86.9,1,0
0,2,0,1,1,0,15,8,4,0,0.0,1,0
2,0,2,8,1,0,78,3,1,0,83.85,1,0
1,0,0,1,1,0,1,10,0,0,90.0,0,0
2,0,0,2,0,1,19,9,1,0,158.0,3,0
2,1,0,4,0,0,3,10,1,0,109.1,2,0
2,2,2,1,1,0,8,10,1,0,188.01,1,0
1,0,0,2,1,0,22,8,2,0,65.0,0,0
1,0,1,2,1,0,118,6,0,0,110.0,0,0
3,0,1,2,1,0,126,7,1,0,100.73,1,0
2,0,0,2,1,0,29,12,2,0,85.0,0,0
1,0,0,2,1,0,4,5,2,0,121.0,0,0
1,0,1,3,1,0,33,11,1,0,143.28,0,0
3,0,2,2,1,0,34,8,1,0,150.98,2,0
2,0,2,3,1,0,6,8,1,0,101.73,1,0
2,0,2,7,1,0,117,12,1,0,90.4,1,0
2,1,0,1,1,0,75,9,1,0,152.1,2,0
1,0,0,3,1,0,11,6,2,0,90.0,0,0
3,0,2,2,1,0,75,5,1,0,115.85,2,0
2,0,0,3,1,0,37,10,0,0,105.0,0,0
2,0,0,3,1,0,79,4,0,0,75.0,0,0
2,0,2,1,1,0,282,10,0,0,76.67,0,0
2,0,1,5,1,0,2,6,0,0,90.95,0,0
2,0,2,2,1,0,89,5,1,0,128.85,0,0
1,0,0,2,1,0,164,10,0,0,100.0,0,0
1,0,0,2,1,0,164,10,0,0,100.0,0,0
2,0,2,0,1,0,61,10,0,0,91.0,0,0
2,0,0,3,1,0,56,6,1,0,140.4,1,0
2,0,0,2,0,0,14,6,1,0,109.0,1,0
2,0,2,2,0,0,67,3,1,0,49.09,1,0
1,0,0,1,1,0,6,5,2,1,65.0,0,0
2,0,1,0,1,0,0,10,1,0,123.2,1,0
1,0,1,2,1,0,24,11,1,0,153.23,1,0
2,0,1,1,1,0,20,2,1,0,74.8,1,0
1,0,1,1,1,0,36,7,1,0,135.9,0,0
2,0,1,3,1,0,116,5,1,0,109.65,1,0
3,0,0,2,1,0,29,10,1,0,201.25,3,0
2,0,0,3,1,0,166,4,1,0,73.6,2,0
2,0,1,1,1,0,180,5,0,0,100.0,1,0
2,0,0,2,1,0,322,12,0,0,52.0,0,0
2,0,2,2,1,0,65,10,0,0,80.75,0,0
3,0,2,2,1,0,83,12,1,0,119.0,2,0
1,0,1,2,1,0,91,9,0,0,75.0,0,0
2,0,0,2,1,0,70,12,0,0,75.0,0,0
2,0,1,3,1,0,60,10,0,0,65.0,1,0
1,0,0,2,1,0,164,10,0,0,100.0,0,0
1,0,1,1,1,1,20,11,2,0,79.0,1,0
2,0,0,1,0,0,16,2,1,0,79.0,1,0
1,0,2,1,1,0,30,9,2,0,65.0,0,0
2,0,0,2,1,0,11,1,1,0,70.07,0,0
1,0,0,1,1,0,0,9,2,0,90.0,0,0
1,0,1,2,1,0,219,9,0,0,76.67,0,0
2,0,2,5,1,0,123,4,1,0,70.73,0,0
2,0,1,2,1,0,207,12,0,0,161.67,0,0
1,0,1,2,1,0,0,9,2,0,65.0,0,0
2,1,1,3,1,0,83,12,1,0,90.32,2,0
2,0,1,4,1,0,87,3,1,0,82.45,1,0
2,0,0,3,1,0,0,10,1,0,138.67,0,0
2,0,2,2,1,0,243,10,1,0,81.76,3,0
2,0,0,1,1,0,19,9,1,0,124.0,2,0
2,0,2,3,1,0,21,9,1,0,105.0,0,0
2,0,0,2,1,0,7,6,1,0,151.0,1,0
2,0,2,2,1,0,4,1,1,0,63.6,0,0
1,0,1,2,1,0,24,2,0,0,38.33,0,0
2,0,0,1,1,0,3,6,1,0,128.8,0,0
2,0,1,0,0,0,4,8,1,0,87.2,0,0
2,0,0,2,1,0,42,5,1,0,116.1,0,0
1,0,0,2,1,0,192,6,0,0,95.0,0,0
1,0,1,3,1,0,3,10,2,1,65.0,1,0
2,0,0,3,0,0,47,10,1,0,108.0,0,0
2,0,2,2,1,1,99,3,1,0,91.45,0,0
2,1,0,1,1,0,1,6,1,0,139.0,2,0
2,0,2,2,1,0,129,5,0,0,80.75,0,0
2,0,0,2,1,0,86,9,0,0,105.0,0,0
1,0,0,3,1,0,31,12,0,0,67.68,0,0
2,0,2,5,1,0,147,9,1,0,126.9,1,0
1,0,1,5,1,0,15,11,1,0,96.9,2,0
2,0,2,5,1,0,98,4,1,0,109.81,0,0
2,0,2,3,1,0,5,12,1,0,116.0,1,0
2,0,2,1,1,0,53,2,1,0,84.3,2,0
2,0,1,3,1,0,28,8,1,0,118.15,0,0
2,0,2,3,1,0,268,10,0,0,80.75,0,0
2,0,1,0,0,0,0,9,1,0,160.0,0,0
2,0,1,2,1,0,135,9,0,0,90.0,0,0
3,0,1,1,1,0,33,10,1,0,215.55,3,0
1,0,1,4,1,0,190,6,0,0,95.0,0,0
2,0,0,1,1,0,18,1,1,0,89.0,1,0
2,0,0,3,0,0,21,10,1,0,119.0,1,0
2,0,1,4,0,0,54,11,1,0,85.6,3,0
1,0,0,2,1,0,1,11,4,0,0.0,0,0
2,1,2,1,1,0,53,1,0,0,60.0,1,0
2,0,2,1,1,0,99,10,1,0,89.25,3,0
2,0,0,2,2,0,39,8,0,0,101.5,0,0
1,0,0,3,1,0,151,1,0,0,80.0,0,0
1,0,1,0,0,0,24,11,1,0,60.06,1,0
1,0,1,5,1,0,81,9,0,0,85.0,0,0
1,0,0,2,1,0,14,10,0,0,100.0,0,0
3,0,2,2,1,0,110,7,1,0,139.95,1,0
2,0,0,1,1,0,17,6,1,0,141.0,1,0
2,0,2,3,1,0,86,6,1,0,126.9,1,0
2,0,1,0,0,0,1,7,1,0,87.82,0,0
1,0,0,2,2,0,273,7,0,0,87.0,0,0
2,0,1,3,1,0,85,10,0,0,85.0,2,0
2,0,0,2,1,0,30,4,1,0,75.6,0,0
2,0,2,5,1,0,33,11,0,0,41.43,0,0
1,0,1,0,1,0,6,12,2,1,65.0,0,0
3,0,0,2,1,0,46,11,0,0,105.0,0,0
2,0,0,4,1,0,110,12,0,0,70.0,0,0
2,0,1,2,1,0,39,3,1,0,81.9,0,0
1,0,0,2,1,0,2,10,3,0,110.0,0,0
2,0,0,5,1,0,67,12,1,0,64.67,1,0
2,1,1,2,1,0,2,4,0,0,95.0,1,0
2,0,2,5,1,0,108,4,1,0,97.02,1,0
2,0,0,2,1,0,5,11,0,0,86.6,1,0
2,0,2,3,2,0,12,2,1,0,129.0,2,0
3,0,2,3,1,0,192,8,0,0,96.9,1,0
1,0,0,3,1,0,36,6,2,0,120.7,0,0
2,0,0,3,1,0,90,3,1,0,96.3,0,0
2,0,0,2,1,0,17,3,2,0,80.0,1,0
2,0,1,0,0,0,52,8,1,0,99.0,3,0
2,0,0,2,0,0,36,10,1,0,109.0,2,0
1,0,0,3,1,0,4,11,2,1,65.0,0,0
2,0,0,2,1,0,17,2,1,0,91.0,0,0
2,0,1,0,1,0,5,9,2,0,84.0,0,0
2,0,1,0,1,0,0,7,1,0,115.0,0,0
2,0,0,3,1,0,162,9,0,0,70.0,0,0
2,0,0,3,1,0,143,8,0,0,100.0,0,0
2,0,0,5,1,0,140,8,0,0,86.05,0,0
2,0,0,4,2,0,107,7,1,0,139.5,1,0
2,0,0,1,0,0,100,11,1,0,79.2,1,0
2,0,2,1,1,0,24,12,2,0,50.0,0,0
2,0,2,2,1,0,24,12,2,0,50.0,0,0
2,0,2,1,0,0,84,9,1,0,125.1,2,0
1,0,2,1,1,0,52,5,1,0,140.4,1,0
1,0,1,0,1,0,3,6,0,0,106.0,0,0
2,0,1,3,1,0,46,10,1,0,134.78,1,0
1,0,1,0,0,0,180,10,1,0,98.1,1,0
2,0,0,2,1,0,0,10,4,1,0.0,1,0
2,0,0,2,1,0,7,3,2,0,80.0,0,0
2,1,0,1,1,0,1,2,1,0,173.0,0,0
3,0,2,2,1,0,41,8,1,0,157.28,0,0
2,0,1,3,1,0,66,10,1,0,118.8,1,0
2,0,0,3,1,0,42,5,0,0,96.3,0,0
1,0,0,1,0,0,40,4,1,0,72.0,0,0
1,0,0,2,1,0,164,10,0,0,100.0,0,0
2,0,1,3,1,0,12,2,1,0,91.0,1,0
2,0,0,2,1,0,79,11,0,0,75.0,0,0
2,0,2,6,2,0,58,11,1,0,88.29,1,0
2,0,2,5,1,0,2,12,1,0,113.57,1,0
2,0,2,1,1,0,52,11,1,0,93.6,2,0
2,0,0,2,1,0,44,11,1,0,98.8,2,0
2,0,1,2,1,0,11,11,0,0,55.0,0,0
2,0,0,1,1,0,4,2,0,0,72.8,0,0
2,1,2,5,1,0,162,12,1,0,158.56,0,0
2,1,2,2,1,0,242,10,1,0,95.13,1,0
2,0,1,2,1,0,20,5,1,0,132.67,1,0
2,0,1,3,1,0,27,12,0,0,129.5,0,0
2,0,0,1,0,0,7,10,1,0,114.0,1,0
2,0,0,3,1,0,106,3,0,0,77.33,0,0
1,0,2,3,1,0,359,10,0,0,70.0,0,0
3,0,1,0,1,0,6,9,0,0,133.0,1,0
2,0,0,2,1,0,107,9,1,0,89.25,1,0
2,0,0,4,1,0,76,8,0,0,89.75,0,0
2,0,2,5,1,0,2,8,1,0,99.14,0,0
2,0,2,3,1,0,38,10,1,0,105.12,2,0
1,0,0,2,1,0,64,5,2,0,130.0,0,0
3,0,1,3,1,0,22,6,1,0,206.0,2,0
2,1,1,2,1,0,48,12,1,0,138.6,1,0
2,0,1,3,1,0,68,9,1,0,149.4,1,0
2,0,1,1,1,0,3,9,2,0,120.0,0,0
2,0,0,2,1,0,61,10,1,0,89.25,2,0
2,1,0,1,1,0,37,3,1,0,100.1,2,0
2,0,1,0,0,0,4,5,1,0,114.73,2,0
2,0,0,4,1,0,68,10,1,0,71.46,1,0
2,0,0,2,0,0,18,2,1,0,81.0,1,0
2,0,0,4,1,0,20,9,1,0,80.85,2,0
2,0,0,2,0,0,24,9,1,0,139.0,1,0
2,2,0,2,1,0,22,9,1,0,239.0,2,0
1,0,2,3,1,0,2,2,1,0,110.6,1,0
2,0,1,5,1,0,46,11,0,0,72.0,0,0
2,0,2,4,1,0,29,12,0,0,84.67,0,0
2,0,1,3,1,0,0,12,1,0,89.89,1,0
2,0,2,0,1,0,7,4,1,0,124.0,1,0
1,0,0,2,0,0,8,12,1,0,63.4,0,0
1,0,0,2,1,0,20,1,2,1,80.0,1,0
2,0,2,2,0,0,17,12,1,0,102.0,0,0
2,0,2,6,1,0,47,12,1,0,88.4,1,0
2,0,0,1,1,0,0,6,1,0,97.0,1,0
1,0,0,1,1,0,122,11,2,0,67.0,0,0
2,0,2,0,1,0,39,1,1,0,89.3,1,0
2,1,2,2,1,0,33,10,0,0,63.75,1,0
2,0,0,3,1,0,0,2,1,0,98.33,0,0
2,0,2,0,0,0,4,9,1,0,160.0,0,0
2,0,0,1,1,1,3,4,1,0,110.0,0,0
2,0,1,2,1,0,86,5,0,0,65.0,1,0
2,0,1,1,1,0,28,10,1,0,139.0,2,0
2,0,0,1,0,0,43,11,1,0,99.2,0,0
2,0,0,4,1,0,46,10,1,0,94.5,1,0
1,0,0,3,0,0,25,5,1,0,129.0,0,0
1,0,1,0,1,0,0,10,1,0,120.0,1,0
2,0,0,3,0,0,44,3,1,0,71.1,1,0
1,0,0,3,1,0,11,6,2,0,90.0,0,0
2,0,2,8,0,0,24,12,1,0,74.8,1,0
2,0,0,1,1,0,118,7,1,0,88.01,1,0
2,0,1,1,1,0,149,3,1,0,90.0,1,0
1,0,1,0,0,0,3,12,1,0,68.0,0,0
2,0,1,3,1,0,59,4,0,0,80.75,0,0
2,0,2,2,1,0,28,3,1,0,73.88,0,0
1,1,3,7,0,0,217,12,1,0,65.11,2,0
2,0,0,3,1,0,2,3,2,0,40.0,1,0
2,0,0,1,1,0,1,11,1,0,120.0,0,0
2,0,0,3,1,0,173,7,0,0,72.25,0,0
2,0,0,2,0,0,73,3,1,0,60.29,1,0
2,0,1,0,0,0,15,8,1,0,129.0,2,0
2,0,0,1,1,1,172,11,1,0,99.9,1,0
1,0,0,3,0,0,63,2,1,0,48.51,1,0
3,0,1,3,1,0,80,6,0,0,96.9,0,0
2,0,2,1,1,0,115,5,0,0,75.0,0,0
2,0,2,8,1,0,54,7,1,0,62.37,0,0
2,0,0,1,1,0,35,12,1,0,97.0,1,0
2,0,0,2,1,0,112,6,0,0,100.0,0,0
2,0,0,1,0,0,1,12,1,0,85.0,0,0
1,0,1,1,1,0,3,9,1,0,177.5,1,0
2,0,0,2,2,0,39,8,0,0,109.0,0,0
2,1,3,6,1,0,199,7,1,0,94.51,2,0
1,0,1,2,1,0,135,9,0,0,80.0,0,0
2,1,1,3,1,0,91,8,1,0,134.1,2,0
2,0,2,1,1,0,31,10,1,0,94.5,1,0
2,0,1,1,0,0,105,8,1,0,107.1,1,0
2,0,0,2,2,0,39,8,0,0,109.0,0,0
2,0,0,2,1,0,99,2,2,0,86.0,0,0
2,0,2,4,1,0,26,11,1,0,99.17,2,0
2,0,0,2,2,0,56,9,0,0,82.0,0,0
2,0,0,1,1,0,5,12,1,0,77.25,2,0
2,0,0,2,1,0,72,11,1,0,175.5,2,0
1,0,2,3,1,0,5,11,2,0,84.0,0,0
2,0,0,1,1,0,8,5,1,0,111.35,1,0
2,0,2,2,1,0,86,4,1,0,107.95,1,0
2,0,2,4,1,0,20,10,1,0,107.0,0,0
2,0,0,2,1,1,166,9,1,0,99.78,1,0
2,0,2,2,1,0,5,12,1,0,122.48,2,0
2,0,0,3,1,0,177,6,0,0,72.25,1,0
2,0,2,0,1,0,25,9,1,0,158.0,1,0
2,0,1,2,1,0,89,11,1,0,72.25,2,0
2,1,0,3,1,0,42,3,0,0,76.05,1,0
1,0,0,1,1,0,22,11,2,0,62.0,0,0
1,0,1,0,1,0,110,10,0,0,120.0,0,0
2,1,1,0,1,0,32,8,1,0,136.52,1,0
2,0,1,0,1,0,0,1,1,0,99.0,0,0
2,0,1,1,1,0,72,4,1,0,96.3,1,0
1,0,2,1,1,0,16,10,2,0,95.0,0,0
2,0,1,0,0,0,57,7,1,0,84.6,0,0
2,0,0,3,1,0,0,10,2,0,123.0,0,0
2,1,2,1,1,0,36,7,1,0,152.1,2,0
2,0,1,2,1,0,4,1,0,0,66.0,0,0
1,0,0,3,1,0,0,5,2,1,65.0,1,0
2,0,1,2,1,0,207,12,0,0,95.0,0,0
2,0,2,2,1,0,192,6,0,0,80.75,0,0
2,0,0,1,0,0,0,3,1,0,89.0,1,0
2,0,0,2,1,0,15,4,1,0,137.0,1,0
2,0,0,2,2,0,28,1,0,0,97.0,0,0
1,0,1,3,1,1,0,2,3,0,88.0,0,0
2,0,1,2,1,0,56,8,0,0,72.25,0,0
1,0,0,1,1,0,39,12,0,0,65.0,0,0
2,0,2,3,1,0,81,10,1,0,89.25,2,0
2,0,1,1,1,0,4,9,1,0,133.5,2,0
1,0,0,1,1,0,1,7,4,0,0.0,1,0
3,0,1,1,1,0,33,6,1,0,141.3,2,0
2,0,0,1,1,1,1,10,1,0,145.0,0,0
1,0,1,2,1,0,21,11,1,0,210.0,1,0
2,0,2,5,1,0,28,11,0,0,41.43,0,0
2,0,0,3,1,0,177,6,0,0,72.25,1,0
2,0,1,4,0,0,26,1,1,0,60.0,1,0
1,0,0,1,1,0,0,12,2,0,79.0,1,0
2,0,0,3,1,0,146,12,0,0,75.0,0,0
2,0,0,1,1,0,2,11,1,0,111.0,1,0
2,1,2,1,1,0,10,9,1,0,162.33,3,0
2,0,1,1,0,0,46,3,1,0,71.1,1,0
2,0,0,2,1,0,0,4,1,0,80.39,0,0
2,0,1,2,1,0,91,12,0,0,60.0,0,0
1,0,1,1,1,0,159,4,0,0,65.0,1,0
2,0,0,4,1,0,92,10,0,0,70.0,0,0
3,0,0,2,1,0,26,10,1,0,165.0,0,0
2,0,1,1,0,0,75,11,1,0,79.2,1,0
1,0,1,0,0,0,5,9,1,0,149.0,2,0
2,0,3,5,1,1,122,8,0,0,81.26,2,0
2,0,0,5,1,0,140,12,0,0,70.0,0,0
2,0,2,5,0,0,6,9,1,0,138.57,2,0
3,0,0,4,1,0,259,12,1,0,104.55,1,0
2,0,0,2,2,0,74,9,0,0,101.5,0,0
3,0,0,4,2,0,107,7,1,0,189.0,2,0
2,0,1,0,1,0,5,5,2,0,99.0,0,0
2,0,1,3,1,0,64,12,1,0,105.61,2,0
3,0,1,1,1,0,0,5,1,0,158.0,0,0
2,0,1,2,1,0,66,7,0,0,72.25,0,0
2,0,1,2,1,0,12,6,0,0,105.0,0,0
2,0,0,3,1,0,52,11,0,0,60.0,1,0
2,0,2,3,1,0,29,3,1,0,100.28,1,0
2,0,0,1,1,0,0,9,1,0,138.99,0,0
1,0,0,1,1,0,1,9,1,0,185.0,2,0
2,0,0,2,1,0,42,11,0,0,63.0,2,0
2,0,2,2,1,0,104,7,1,0,114.3,1,0
1,0,1,0,0,0,11,6,1,0,83.0,0,0
2,0,1,1,0,0,27,7,1,0,139.0,1,0
2,0,0,1,1,0,51,10,1,0,146.92,1,0
2,0,0,4,1,0,6,9,1,0,114.5,2,0
2,0,2,1,1,0,67,4,1,0,109.8,1,0
2,0,0,1,0,0,7,9,1,0,115.0,2,0
2,0,2,4,0,0,3,5,1,0,122.33,2,0
2,0,2,0,0,0,35,3,1,0,107.1,1,0
2,0,2,2,1,0,36,5,1,0,126.9,2,0
2,0,2,1,2,0,24,1,1,0,122.0,0,0
2,0,0,1,1,0,44,7,2,0,75.0,0,0
1,0,2,2,1,0,82,5,1,0,109.65,0,0
1,0,1,3,1,0,3,12,1,0,81.6,2,0
0,2,0,3,1,0,64,2,1,0,69.5,1,0
1,1,0,4,1,0,59,12,1,0,68.07,1,0
1,0,0,3,1,0,15,10,1,0,150.0,2,0
1,0,0,2,1,0,164,10,0,0,100.0,0,0
2,0,2,1,2,0,42,3,1,0,126.0,1,0
2,0,2,2,0,0,11,12,1,0,76.29,0,0
2,0,1,2,1,0,115,5,1,0,105.3,1,0
2,0,1,2,1,0,52,12,0,0,72.0,0,0
3,0,2,3,1,0,126,7,1,0,130.05,2,0
2,0,0,3,1,0,103,5,0,0,80.0,0,0
2,0,2,5,2,0,126,7,1,0,134.18,1,0
2,0,0,1,1,0,56,6,0,0,120.0,0,0
2,1,1,0,1,0,3,4,1,0,119.0,2,0
2,0,0,2,1,0,27,9,0,0,108.0,0,0
2,1,1,3,1,0,50,12,1,0,81.56,2,0
2,0,2,2,1,0,60,9,1,0,71.4,0,0
2,0,0,2,1,0,29,2,1,0,86.45,1,0
1,0,0,3,1,0,148,6,1,0,100.8,0,0
1,0,0,1,1,0,86,4,1,0,85.5,1,0
2,0,0,1,1,0,1,8,4,0,0.0,0,0
2,0,0,0,1,0,23,10,1,0,0.0,1,0
2,1,0,2,1,0,2,12,1,0,142.0,2,0
3,0,0,3,1,0,132,9,1,0,162.0,2,0
3,0,0,2,1,0,112,7,1,0,137.7,2,0
2,0,1,2,1,0,55,2,1,0,59.28,1,0
1,0,1,2,1,0,118,6,0,0,110.0,0,0
2,0,0,2,1,0,36,11,1,0,96.3,1,0
1,0,0,2,1,0,29,12,2,0,66.18,1,0
3,0,1,2,1,0,188,10,1,0,94.14,1,0
2,2,2,3,1,0,3,7,1,0,229.0,2,0
2,0,0,1,1,1,1,10,0,0,119.0,1,0
1,0,0,3,1,0,14,8,0,0,90.0,0,0
1,0,0,2,1,0,86,9,0,0,87.5,0,0
2,0,2,2,1,0,56,9,0,0,185.0,0,0
2,0,0,4,1,0,20,9,1,0,80.85,2,0
2,0,0,1,1,0,43,10,1,0,0.0,0,0
2,0,0,3,1,0,96,9,0,0,90.95,0,0
2,1,0,3,1,1,8,9,1,0,140.0,3,0
1,0,0,2,1,0,164,10,0,0,100.0,0,0
0,2,1,1,1,0,92,10,1,0,81.5,2,0
2,0,1,3,1,0,50,8,0,0,87.84,0,0
1,0,2,0,1,0,5,5,0,0,84.0,0,0
2,0,1,3,1,0,3,9,1,0,126.25,2,0
2,0,1,3,1,1,96,10,1,0,100.13,3,0
2,0,0,3,0,0,1,8,1,0,80.0,1,0
2,0,2,7,1,0,35,12,1,0,68.07,1,0
3,0,2,1,1,0,15,10,1,0,182.14,0,0
2,0,0,3,1,0,92,4,1,0,96.3,1,0
1,0,0,1,1,0,119,6,0,0,110.0,0,0
2,0,1,2,1,0,30,10,1,0,102.0,2,0
1,0,0,1,1,1,2,5,2,1,67.0,1,0
2,1,0,4,1,0,62,11,1,0,88.4,3,0
2,0,0,1,1,0,107,8,1,0,76.5,0,0
1,0,1,2,1,0,118,6,1,0,6.0,0,0
1,0,0,1,1,0,1,8,4,0,6.0,0,0
1,0,0,2,0,0,0,11,1,0,51.3,0,0
2,0,1,3,0,0,46,3,1,0,67.15,1,0
3,0,0,1,2,0,44,8,1,0,219.6,2,0
2,0,0,1,1,0,1,1,1,0,89.0,0,0
2,0,0,3,1,0,80,3,1,0,80.3,1,0
1,0,1,1,1,0,0,2,2,1,65.0,1,0
2,0,1,3,0,0,5,7,1,0,139.0,1,0
2,0,0,4,1,0,270,4,0,0,80.0,0,0
1,0,1,1,1,0,118,6,0,0,110.0,0,0
1,0,1,0,1,0,0,4,2,1,65.0,0,0
1,0,0,3,1,0,151,1,0,0,80.0,0,0
2,0,2,2,1,0,134,12,0,0,65.0,0,0
2,0,0,2,1,0,24,6,1,0,146.0,2,0
2,0,0,3,1,0,62,11,0,0,60.0,0,0
2,0,0,3,2,0,36,10,0,0,112.0,0,0
2,0,1,2,1,0,62,3,1,0,60.29,1,0
1,0,0,2,1,0,15,11,1,0,112.0,1,0
1,0,1,3,0,0,31,3,1,0,67.6,1,0
2,0,1,2,1,0,15,2,0,0,40.67,0,0
1,0,0,1,1,0,5,2,1,0,71.84,1,0
1,0,2,0,2,0,386,10,4,0,3.0,0,0
2,0,0,4,1,0,49,2,1,0,73.95,1,0
2,0,2,1,1,0,51,6,0,0,85.5,0,0
2,0,0,1,0,0,70,9,1,0,125.1,1,0
2,0,0,5,1,0,67,12,1,0,64.67,1,0
1,1,0,1,1,0,147,8,0,0,78.1,0,0
1,0,0,1,1,0,14,10,0,0,100.0,0,0
1,0,2,2,1,0,169,4,0,0,63.5,0,0
2,0,0,4,1,0,60,12,1,0,96.3,1,0
2,0,2,1,1,0,35,9,1,0,117.0,2,0
2,0,2,2,0,0,21,12,1,0,60.0,0,0
2,0,0,2,1,1,146,6,1,0,115.2,0,0
1,0,0,1,1,0,0,10,0,0,123.0,0,0
1,0,0,2,1,0,8,3,0,0,56.0,0,0
2,0,2,5,1,0,20,9,1,0,76.81,0,0
2,0,2,3,2,0,8,5,0,0,120.95,0,0
2,1,0,4,1,0,35,10,1,0,149.0,2,0
